,station_id,Review,accessibility and availability_positive,amenities and location_positive,charging speed and efficiency_positive,compatibility and connectivity_positive,customer service_positive,ease of use_positive,payment Options_positive,price and cost_positive,queue and waiting time_positive,reliability and maintenance_positive,safety_positive,user-interface and mobile app_positive,accessibility and availability_negative,amenities and location_negative,charging speed and efficiency_negative,compatibility and connectivity_negative,customer service_negative,ease of use_negative,payment Options_negative,price and cost_negative,queue and waiting time_negative,reliability and maintenance_negative,safety_negative,user-interface and mobile app_negative
1541,738,"Two fast (and free!) CCS chargers is like a dream come true, but while I haven't been here during the day to test this, both Maps and the ChargePoint app list these as only being open starting at 8pm. Since there is one charger at the entrance and exit to the service department, I have to imagine that this is to prevent public usage during business hours. Unfortunate for people from out of town who are traveling through the area during the day, but for people who live here, it's not too much of an inconvenience to visit at night, and there is another CCS charger at Cabela's down the road (though it isn't free).

Really wanted to rate this four stars due to the weird hours, but decided you really can't beat the price.",2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11385,2692,The EV charge points have all been removed with no explanation whatsoever. Google Maps has not been updated.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2509,1191,Great place to park and eat!,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7729,3600,our battery was at 13% after 10 mins it was 31% it help us so much after going to 3 charging this was the only one that worked and it was free,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12059,3865,"Very disappointed.  We’ve utilized this location multiple times with good results.  Today, after a long haul from Las Cruces, NM, we rolled in near empty on charge.  We hopped out to use the Hampton Inn restrooms as we’ve always done only to be confronted by an employee who said we could not use the restrooms and hung a sign stating they were “not available”.  No amount of discussion with four different Tesla drivers would deter him from his position.  Why would a business who agreed to this charging point and who allows advertisement of public restrooms allow this?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,65,EVGo DC fast chargers (50kW) x2 near P1 pillar 9. ChargePoint Level 2 chargers x4 near P1 pillar 6.,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3316,1562,8 charging spots . Neat and clean . Very near the free way .,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,196,Next to a sheetz to food and drinks are available.  In a busier area but I haven't had issues with chargers being available.  No other issues. Thank you for the awesome charing network Tesla!,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7209,3354,Free well lit charging can't ask for much more.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6300,2934,"Great location! Store offers everything you’d need from snacks and drinks, to clean bathrooms!",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6623,3087,So convenient! Great location to get a charge on a 240 output cord.,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7989,3717,"Pretty good.

Once the renovations are complete this will be great.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8883,4179,"Clean, well-lit parking lot next to a Holiday Inn Express and across the street from a gas station.

The 4 chargers are definitely shared. A Model X was connected to 1A and I was on 2B. I was charging at 60+ and immediately jumped up to 130+ when the Model X disconnected.",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,617,Has good prices and low and high budget for all people and ages.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,456,Great chargers only wish there was a 350kW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7174,3334,Only 1 was working but all I needed.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11162,2395,It states 125 kW but it will not charge faster than 55 kW. The touch screens are covered by plastic which makes it VERY DIFFICULT to use the touch screen. The lady next to me could not use the touch screen to stop the charging and had to call customer support to get it to stop charging. The NFC payment also would not work so I had to download their stupid app and was threatened with an extra charge if I didn’t make an account.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3365,1583,I mean the two stations are free but rather slow at 7.2 kilowatts but if you're at a movie for 2-3 hours you can easily charge more than halfway. Definitely would like to see more stations like this around Fort Collins and Loveland.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4870,2265,Free power is great!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5703,2668,"Great location with plenty of places to grab food/coffee. Some are on the drive in, so get it on your way before you get to the charger. I used the convenient bathrooms at Dunkin and Firehouse Subs during various trips. I didn’t see any trash cans as others mentioned.",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5064,2352,"Like others have said, it is very slow: 8-12 miles per hour. And there is only one charger. I came from San Antonio to pay my respects to the Robb Elementary victims, the same day Pres. Biden visited. Being an unusually very busy weekend, it was likely if you came, the station was already in use and you would have waited a long time. I got lucky when I arrived; the one car charging was just leaving. But passing by later in the day, I saw two cars: one charging the other waiting.

It would be nice if someone can find a non-Tesla charger nearby that might give 30+ miles per hour and post it here.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2323,1106,"New charger site, fast chargers, working!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,957,It was great and the  fast charging help me  save time,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3543,1655,3b 245kw max. I love the 250 chargers,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8949,4225,Great location at coop gas bar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241,3852,Great place to charge and eat BBQ or hike the north county trail.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,636,8 at a new Hampton Inn. The hotel also had 2 other Tesla chargers and 2 other EV chargers for guests.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4741,2199,Took a few minutes for speed to improve. Wish it was a little faster but at least not painfully slow. Plenty of stores to browse as well as some fast food to eat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7024,3259,Well laid out and convenient municipal L2 charger.  Full 30A capacity makes it easy to get 20 miles of free energy while you shop in Waterville.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5397,2508,"Nice little charging station in Mesquite and located next to a Cracker Barrel if you decide you want to do something with your time while you charge. Easy to use, clean, little wear on the station. Has both SAE CCS and CHAdeMO charge cables. Was able to use the SAE connector and charge my i3 to 80% in about 20 minutes. You can use your EVgo card or the app but you must have an EVgo account if you plan to use this station. I used the app and it work brilliantly on this station.",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6996,3242,"This is a great supercharger! It's kind of hidden behind a fence, so look for the big Certified Scales sign to find your way. There's a shopping area a short walk away with a little bakery, an ice cream shop, a knick-knack store, and a full restaurant. I hit a charging rate of 145kW on my model 3.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11201,2443,Don’t waste your time go to the local Hilton hotel there’s a destination charger there.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5387,2501,Charger worked great! Will use again,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4023,1868,Great location for EV charging. Walking distance to restaurants.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4307,2001,"It is a parking garage. With fast supercharging. There's also ample parking near the charging stations to park after charging to avoid idle charges.

Great location to charge with many shops, restaurants, activities, and even just walk around and sightsee.

Turn left immediately when you enter the garage to go down to the 2nd level.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,962,Charger 5 does not charge past 40 kW even though it is displayed as a hyperfast charger. Charger 4 does hyperfast charge thankfully.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7405,3440,"Just 8 superchargers but Buc-ee’s is right down 35, which has 40+ superchargers. Abbott’s Travel Center is more chill than Buc-ee’s too!",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10975,2127,This station is terrible. Only one was working.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7600,3540,"I've been using the station for months now, I can't remember the last time that they all worked or were anywhere close to the speeds advertised on these brand new stickers they were bragging about weeks ago. They randomly took these chargers along with the ones in Truckee offline all the same time with the promise that this would increase charging speeds and make the station's more reliable. Not only are the chargers just as slow but there just as unreliable as before, the representatives have been great and they keep on apologizing. However the inaction of electrify America is inexcusable. Please stop apologizing, stop saying you understand the inconvenience and do something about it.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
7252,3374,"EV charging station at Hunter's Friend Resort was absolutely awesome. It's the first one on Indian Point so this was the first year I was able to take my Volt on our summer trip to Branson. Because we always stay at the resort, charging was free. Absolutely perfect!",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8671,4068,Excellent location!! While the car charges you can step into the Casey's general store to grab a bite or a drink! Only thing missing was a trashcan next to the charger.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9105,4308,SOLID ... almost always available two chargers. Great sandwich upstairs at Whole Foods Market while charging.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8213,3838,Tesla charging station. Palm Beach outlet mall. Cars and coffee car show once a month here,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12172,4061,We arrived here super late. It’s tucked behind the Wendy’s in the corner. Nothing is opened 24hours besides the marathon gas station across the road which have clean restrooms. Overall ok just wish something was open closer foe restrooms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,267,"300+ mile per hour charging. Never busy. Great location close to grocery stores, Target restaurants, and strip mall.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9531,102,Connector will not fit any EV car sold in US.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9837,518,At a WaWa but nothing else within walking distance.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9693,299,Arrived at 230 am.    The lawn sprinklers are on and spraying into all of  the charging spots.   Not looking to take a shower while plugging in.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6778,3154,"Only charged at about 80kW and the lot is in a bit of a sketchy area without many options to eat or drink. It's great to have a quick charging option in this area, but plan on staying in your car.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6103,2835,"Lots of stalls and looks like more new ones soon. Barely anyone here on a Tuesday evening. Lots of space to let dogs out while you wait or explore the cute hotel that hosts these chargers.

Got 217kw under 20%",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,1132,Great place to park and charge!,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8227,3846,"Avoid at all costs. I brought my Tesla here due to some high winds about a week ago. It took me and my husband 50 minutes to even get the charging started. When we did get it started, it charged at 7mi/hr, which is about the same as a standard wall outlet.

The mobile app, neither iOS nor Android, worked at all. It just errored out with no option. We spent the majority of the time trying and trying again the browser app to get to payment without timing out. The site itself seems to have been created in Italy where the creators assume you are located. The app didn’t work at all unless the charger was plugged in, however the instructions state differently.

If you absolutely need to use this one, here is what you should do.
1. Start with the charger plugged into your car. Scan the CR code on the charger.
2. Follow the prompts but make sure you adjust your address from Italy to US. Also make sure you use your billing address for the credit card you plan to use. The site will take about 30 seconds to load each step.
3. There are several screens where you will need to enter your information.
4. You will need to attempt this process several times because if you get a timeout message throughout any of the steps, you will have to start over from scratch. Trying to get back to where you were will be fruitless. 5. Finally, at the end, you will get a message warning you that the car is not plugged in and you have 60 seconds to do so. The car should already be plugged in and beginning to charge. Do not remove the charger from the car or you will have to start at the beginning.

Good luck!",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1671,802,"The hotel appears to be nice.

The charger is located around the back of the building at the furthest point from the front door. Check in up front, get your key, then drive around to charge or you can’t get in the back door as it is locked but opens with electronic hotel key.

The charger is an 8Kwh charger or about 24 miles per hour. It is good if your staying over night. It charges about the same as a 50 amp RV park 15-40 connection. It is not the 16KW I was expecting. I believe the charger has the capacity but the electrician only installed a 50 amp breaker instead of a 100 amp and turned it down.

There are two chargers in the corner of a parking lot at the VERY back. Installation was poorly though out. Instead of one charger for each parking spot they are mounted in the corner of one spot furthest from spot 2, making it difficult to reach the second car.

Neither of the spots are designated electric vehicle.  Making it “not obvious for a ICE vehicle” that it is one of only two electric vehicle charging spots.

When I arrived one spot, the one without the chargers in front of it, was taken up by an Internal combustion engine (ICE) thereby rendering one spot completely inaccessible.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6622,3087,"Nice to have fast charger access in downtown Colorado Springs! Google maps took me to the wrong parking ramp though. Once there, it was awkward to park though. Spot was tight between the charger and a support pillar in the parking ramp. Abeit, that alternative voltage charging plugs are available, website shows four plugs available but it was actually two spots. Two chargers, with two different voltage plugs each. Convenient for midsize and smaller EV's but not good for EV trucks or suv's.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8056,3754,Has always worked for me in my tesla model Y using the Setec CCS adapter.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,240,Plenty of parking but spots were blocked by non-EVs. No signs for EV parking only—not that it’s hard to figure out what those spots are for.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12317,4314,"Boo. How many months does it take to fix these chargers? It's appalling when you don't have a home charger and you rely on these and they're always broken. Once in a while one is in order, and then some random car will be parked at that spot anyways",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5439,2532,Have charged our Model 3 here several times while shopping - thanks for the electrons!,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10150,974,These chargers don’t work!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1328,631,Worked great.  No problems with the charging station.  Located in the northwest corner of the parking lot below Target.  Well lit.  I felt safe…. even at night.  Easy to find.  There were multiple stations and they were all functioning.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6606,3081,I like the location but im only getting 35kW.  Ive tried 3 stations and they are all the same.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10794,1852,"It works but evs are taking up these spots without charging their cars, they need to have common sense",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5758,2696,"Only 1 Tesla charger and 2 for Chargepiont. Close to some shops and a Panda Express. Slow charging at level 2 at 28mph. Only use if you don't have the 50 miles to make it to the next supercharger. Available to non guests of the Inn between noon and 8PM. See pic. Otherwise, stay in car to avoid getting towed...",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5537,2576,They must have fixed the slow charging speeds someone mentioned.  Currently charging model 3 long range at 517/mph. The All American Steakhouse by the chargers is a great place for a tasty snack or a meal.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,57,"[ long story short these structures are what scares people into buying electric vehicles]

-in Walmart parking lot  [ farthest from the store]
-8 changing station's, 11-12 chargers
4- 350 KW 5-7 150 and online says there's a 50 but I don't remember seeing it in person
[*edit: i tool a picture there is 1]

-Unfortunately of the 10-12 chargers avaliable at this location, All 350kw chargers were broken or not in operation.
Comparing this to Tesla Superchargers in the area I've never seen one down in years.
[ there are Tesla superchargers across the street in Crossgates parking lot]

-Electrify America continues to be underwhelming, this is a personal opinion but  Volkswagen putting the infrastructure together rather then just paying for dieselgate was a mistake.
-Americans investing in a network similar to or built on teslas, that is if it worked anything like Tesla's Chargers would give more confidence to the consumers to buy EVS.
-VW Group having controls to how they have paid there fines has resulted in pooor quality rhey should have paid directly so Americans could reinvent.
and pay for training for a union in the US to be doing the work.
-Also for everyone using these Chargers please respect other's Vehicles and the chaeging infrastructure by making sure you put the charger back when you're done and not on the ground,

Just think of it this way, would  you leave a gas pump on the ground?",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10425,1302,This would be a great location if it wasn't  adjacent to a smokeshop. Gasoline vehicles park in ev charging spaces.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2674,1279,"2A at 95kW 20% soc.  In back of a Phillips 66 gas station.  No real great food options but previous exit has lots of food including Jimmy Johns, McDonalds, Arby’s, DQ, KFC and Taco Johns.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9238,4392,"Great location, and pull through was helpful as we have a small trailer.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5698,2665,Nice location. Wawa station. Other adventures across the street.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,733,All chargers except for 1 CCS were available on 26 August 2021. The other plug and cord on the 1 unavailable CCS was available. EA representatives can be reached by phone to help troubleshoot any charging issues.,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,67,This location works great!,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3289,1552,"Got around 120kwh even though only car charging, worked great",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,1026,One parking spot in a tight parking lot so not ideal but works well and you can have a tea or coffee in Dunkin so that's nice,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7429,3454,Nice charger. They charge five dollars per hour when it’s done charging though so keep that in mind.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7977,3712,Good location plenty of chargers just very very slow charge rate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5677,2652,Wasn’t peak time but was a little more expensive for a 72 kw hour charger I wish they would upgrade These being so close to the airport,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,16,Ameneties close by; excellent location.  It's hard to miss,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10834,1907,Electrify America chargers are listed here and need repair. It is an unreliable station. I am not reviewing RIA money transfer and have not been a customer there only the charging station and the Walmart.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2613,1250,There is plenty of parking available if you are towing a trailer and need to drop it. We were able to charge without dropping our trailer which was a plus for us.,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
